scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Capsicum villosum,Capsicum villosum,ot_1003_Tr100305.nex,-,Capsicum villosum,Capsicum villosum,"{'@tb:identifier.taxon': 397352, '@tb:identifier.taxonVariant': 406673, '@ubio': '5891465', '@uniprot': '462294'}",445174
Nicotiana rustica,Nicotiana rustica,ot_1003_Tr100305.nex,-,Nicotiana rustica,Nicotiana rustica,"{'@tb:identifier.taxon': 50906, '@tb:identifier.taxonVariant': 120502, '@ubio': '2653641', '@uniprot': '4093'}",222777
Solanum retroflexum,Solanum retroflexum,ot_1003_Tr100305.nex,-,Solanum retroflexum,Solanum retroflexum,"{'@tb:identifier.taxon': 218459, '@tb:identifier.taxonVariant': 285150, '@ubio': '5882717', '@uniprot': '241759'}",3869835
Solanum heterodoxum,Solanum heterodoxum,ot_1003_Tr100305.nex,-,Solanum heterodoxum,Solanum heterodoxum,"{'@tb:identifier.taxon': 537257, '@tb:identifier.taxonVariant': 712708}",348195
Solanum glaucophyllum,Solanum glaucophyllum,ot_1003_Tr100305.nex,-,Solanum glaucophyllum,Solanum glaucophyllum,"{'@tb:identifier.taxon': 632141, '@tb:identifier.taxonVariant': 847153, '@ubio': '476060', '@uniprot': '52877'}",326639
Lycianthes lycioides,Lycianthes lycioides,ot_1003_Tr100305.nex,-,Lycianthes lycioides,Lycianthes lycioides,"{'@tb:identifier.taxon': 73489, '@tb:identifier.taxonVariant': 150304, '@ubio': '5954860', '@uniprot': '53504'}",670616
Capsicum lanceolatum,Capsicum lanceolatum,ot_1003_Tr100305.nex,-,Capsicum lanceolatum,Capsicum lanceolatum,"{'@tb:identifier.taxon': 218455, '@tb:identifier.taxonVariant': 285143, '@ubio': '5891489', '@uniprot': '241755'}",169499
Espadaea amoena,Espadaea amoena,ot_1003_Tr100305.nex,-,Espadaea amoena,Espadaea amoena,"{'@tb:identifier.taxon': 205525, '@tb:identifier.taxonVariant': 274982, '@ubio': '3439685', '@uniprot': '225617'}",1040643
Solanum rudepannum,Solanum rudepannum,ot_1003_Tr100305.nex,-,Solanum rudepannum,Solanum rudepannum,"{'@tb:identifier.taxon': 604561, '@tb:identifier.taxonVariant': 806753, '@ubio': '3440632'}",192054
Nolana salsoloides,Nolana salsoloides,ot_1003_Tr100305.nex,-,Nolana salsoloides,Nolana salsoloides,"{'@tb:identifier.taxon': 95048, '@tb:identifier.taxonVariant': 174219, '@ubio': '5957967', '@uniprot': '84198'}",899686
Solanum elachophyllum,Solanum elachophyllum,ot_1003_Tr100305.nex,-,Solanum elachophyllum,Solanum elachophyllum,"{'@tb:identifier.taxon': 619562, '@tb:identifier.taxonVariant': 829641, '@ubio': '9225346'}",414060
Solanum coriaceum,Solanum coriaceum,ot_1003_Tr100305.nex,-,Solanum coriaceum,Solanum coriaceum,"{'@tb:identifier.taxon': 604540, '@tb:identifier.taxonVariant': 806732, '@ubio': '3440704'}",939585
Solanum pinetorum,Solanum pinetorum,ot_1003_Tr100305.nex,-,Solanum pinetorum,Solanum pinetorum,"{'@tb:identifier.taxon': 40221, '@tb:identifier.taxonVariant': 93360, '@ubio': '5993467', '@uniprot': '265409'}",722394
Nolana filifolia,Nolana filifolia,ot_1003_Tr100305.nex,-,Nolana filifolia,Nolana filifolia,"{'@tb:identifier.taxon': 395095, '@tb:identifier.taxonVariant': 405827, '@ubio': '5877712', '@uniprot': '459191'}",705982
Mandragora chinghaiensis,Mandragora chinghaiensis,ot_1003_Tr100305.nex,-,Mandragora chinghaiensis,Mandragora chinghaiensis,"{'@tb:identifier.taxon': 295887, '@tb:identifier.taxonVariant': 345988, '@ubio': '9180489', '@uniprot': '337264'}",54268
Solanum confusum,Solanum confusum,ot_1003_Tr100305.nex,-,Solanum confusum,Solanum confusum,"{'@tb:identifier.taxon': 40229, '@tb:identifier.taxonVariant': 93379, '@ubio': '3440635', '@uniprot': '265395'}",364048
Solanum humile,Solanum humile,ot_1003_Tr100305.nex,-,Solanum humile,Solanum humile,"{'@tb:identifier.taxon': 546235, '@tb:identifier.taxonVariant': 724384, '@ubio': '9179268', '@uniprot': '666135'}",331171
Solanum macrocarpon,Solanum macrocarpon,ot_1003_Tr100305.nex,-,Solanum macrocarpon,Solanum macrocarpon,"{'@tb:identifier.taxon': 27211, '@tb:identifier.taxonVariant': 63528, '@ubio': '2669876', '@uniprot': '115666'}",399738
Lycium fuscum,Lycium fuscum,ot_1003_Tr100305.nex,-,Lycium fuscum,Lycium fuscum,"{'@tb:identifier.taxon': 362376, '@tb:identifier.taxonVariant': 390404, '@ubio': '9105126', '@uniprot': '416530'}",86082
Capsicum baccatum,Capsicum baccatum,ot_1003_Tr100305.nex,-,Capsicum baccatum,Capsicum baccatum,"{'@tb:identifier.taxon': 4847, '@tb:identifier.taxonVariant': 11680, '@ubio': '2777815', '@uniprot': '33114'}",232458
Solanum arachnidanthum,Solanum arachnidanthum,ot_1003_Tr100305.nex,-,Solanum arachnidanthum,Solanum arachnidanthum,"{'@tb:identifier.taxon': 604569, '@tb:identifier.taxonVariant': 806761, '@ubio': '3440763'}",364016
Cestrum fragile,Cestrum fragile,ot_1003_Tr100305.nex,-,Cestrum fragile,Cestrum fragile,"{'@tb:identifier.taxon': 36741, '@tb:identifier.taxonVariant': 85032, '@ubio': '9113197', '@uniprot': '385325'}",392635
Solanum incanum,Solanum incanum,ot_1003_Tr100305.nex,-,Solanum incanum,Solanum incanum,"{'@tb:identifier.taxon': 27194, '@tb:identifier.taxonVariant': 63485, '@ubio': '2669873', '@uniprot': '329779'}",14204
Solanum stramoniifolium,Solanum stramoniifolium,ot_1003_Tr100305.nex,-,Solanum stramoniifolium,Solanum stramoniifolium,"{'@tb:identifier.taxon': 27278, '@tb:identifier.taxonVariant': 113551, '@ubio': '3440898', '@uniprot': '205583'}",4050
Sessea stipulata,Sessea stipulata,ot_1003_Tr100305.nex,-,Sessea stipulata,Sessea stipulata,"{'@tb:identifier.taxon': 36749, '@tb:identifier.taxonVariant': 85051, '@ubio': '9123112', '@uniprot': '385349'}",242634
Anthotroche blackii,Anthotroche blackii,ot_1003_Tr100305.nex,-,Anthotroche blackii,Anthotroche blackii,"{'@tb:identifier.taxon': 1872, '@tb:identifier.taxonVariant': 4571, '@ubio': '5969244', '@uniprot': '195725'}",286572
Datura stramonium,Datura stramonium,ot_1003_Tr100305.nex,-,Datura stramonium,Datura stramonium,"{'@tb:identifier.taxon': 8479, '@tb:identifier.taxonVariant': 20365, '@ubio': '2653602', '@uniprot': '4076'}",822825
Nicotiana sylvestris,Nicotiana sylvestris,ot_1003_Tr100305.nex,-,Nicotiana sylvestris,Nicotiana sylvestris,"{'@tb:identifier.taxon': 19094, '@tb:identifier.taxonVariant': 44448, '@ubio': '2653642', '@uniprot': '4096'}",222794
Physalis arenicola,Physalis arenicola,ot_1003_Tr100305.nex,-,Physalis arenicola,Physalis arenicola,"{'@tb:identifier.taxon': 22157, '@tb:identifier.taxonVariant': 51521, '@ubio': '2653661', '@uniprot': '304139'}",788350
Cestrum sphaerocarpum,Cestrum sphaerocarpum,ot_1003_Tr100305.nex,-,Cestrum sphaerocarpum,Cestrum sphaerocarpum,"{'@tb:identifier.taxon': 36726, '@tb:identifier.taxonVariant': 84999, '@ubio': '9140747', '@uniprot': '385342'}",242621
Nolana carnosa,Nolana carnosa,ot_1003_Tr100305.nex,-,Nolana carnosa,Nolana carnosa,"{'@tb:identifier.taxon': 95025, '@tb:identifier.taxonVariant': 174196, '@ubio': '5957950', '@uniprot': '84175'}",696712
Solanum chomatophilum,Solanum chomatophilum,ot_1003_Tr100305.nex,-,Solanum chomatophilum,Solanum chomatophilum,"{'@tb:identifier.taxon': 278961, '@tb:identifier.taxonVariant': 332713, '@ubio': '3440747', '@uniprot': '317820'}",447374
Nicotiana forsteri,Nicotiana forsteri,ot_1003_Tr100305.nex,-,Nicotiana forsteri,Nicotiana forsteri,"{'@tb:identifier.taxon': 601590, '@tb:identifier.taxonVariant': 802114, '@ubio': '9231693'}",918414
Vassobia dichotoma,Vassobia dichotoma,ot_1003_Tr100305.nex,-,Vassobia dichotoma,Vassobia dichotoma,"{'@tb:identifier.taxon': 35188, '@tb:identifier.taxonVariant': 81525, '@ubio': '9176793', '@uniprot': '362379'}",1024743
Lycium ferocissimum,Lycium ferocissimum,ot_1003_Tr100305.nex,-,Lycium ferocissimum,Lycium ferocissimum,"{'@tb:identifier.taxon': 16494, '@tb:identifier.taxonVariant': 38663, '@ubio': '3440212', '@uniprot': '112874'}",560945
Anthocercis viscosa,Anthocercis viscosa,ot_1003_Tr100305.nex,-,Anthocercis viscosa,Anthocercis viscosa,"{'@tb:identifier.taxon': 1858, '@tb:identifier.taxonVariant': 4539, '@ubio': '1800148', '@uniprot': '33112'}",232452
Physalis peruviana,Physalis peruviana,ot_1003_Tr100305.nex,-,Physalis peruviana,Physalis peruviana,"{'@tb:identifier.taxon': 22184, '@tb:identifier.taxonVariant': 51583, '@ubio': '2653670', '@uniprot': '126903'}",950227
Solanum stoloniferum,Solanum stoloniferum,ot_1003_Tr100305.nex,-,Solanum stoloniferum,Solanum stoloniferum,"{'@tb:identifier.taxon': 632160, '@tb:identifier.taxonVariant': 847172, '@ubio': '1801192', '@uniprot': '62892'}",885249
Jaltomata leivae,Jaltomata leivae,ot_1003_Tr100305.nex,-,Jaltomata leivae,Jaltomata leivae,-,1058979
Nierembergia boliviana,Nierembergia boliviana,ot_1003_Tr100305.nex,-,Nierembergia boliviana,Nierembergia boliviana,"{'@tb:identifier.taxon': 41307, '@tb:identifier.taxonVariant': 96282, '@ubio': '9224097', '@uniprot': '289839'}",292484
Deprea subtriflora,Larnax subtriflora,ot_1003_Tr100305.nex,-,Larnax subtriflora,Deprea subtriflora,"{'@tb:identifier.taxon': 118764, '@tb:identifier.taxonVariant': 197114, '@ubio': '5960796', '@uniprot': '115739'}",903492
Solanum crispum,Solanum crispum,ot_1003_Tr100305.nex,-,Solanum crispum,Solanum crispum,"{'@tb:identifier.taxon': 27164, '@tb:identifier.taxonVariant': 63426, '@ubio': '1801095', '@uniprot': '4110'}",494840
Cestrum regelii,Cestrum regelii,ot_1003_Tr100305.nex,-,Cestrum regelii,Cestrum regelii,"{'@tb:identifier.taxon': 36728, '@tb:identifier.taxonVariant': 85005, '@ubio': '9138626', '@uniprot': '385339'}",969139
Solanum nummularium,Solanum nummularium,ot_1003_Tr100305.nex,-,Solanum nummularium,Solanum nummularium,"{'@tb:identifier.taxon': 27231, '@tb:identifier.taxonVariant': 63565, '@ubio': '3440463', '@uniprot': '329791'}",580646
Solanum aculeastrum,Solanum aculeastrum,ot_1003_Tr100305.nex,-,Solanum aculeastrum,Solanum aculeastrum,"{'@tb:identifier.taxon': 27117, '@tb:identifier.taxonVariant': 63325, '@ubio': '2669865', '@uniprot': '329759'}",66070
Cestrum thyrsoideum,Cestrum thyrsoideum,ot_1003_Tr100305.nex,-,Cestrum thyrsoideum,Cestrum thyrsoideum,"{'@tb:identifier.taxon': 36724, '@tb:identifier.taxonVariant': 84994, '@ubio': '9143246', '@uniprot': '385343'}",242619
Solanum oedipus,Solanum oedipus,ot_1003_Tr100305.nex,-,Solanum oedipus,Solanum oedipus,"{'@tb:identifier.taxon': 34303, '@tb:identifier.taxonVariant': 79185, '@ubio': '9235850', '@uniprot': '368037'}",518425
Lycium berlandieri,Lycium berlandieri,ot_1003_Tr100305.nex,-,Lycium berlandieri,Lycium berlandieri,"{'@tb:identifier.taxon': 116725, '@tb:identifier.taxonVariant': 195081, '@ubio': '2653614', '@uniprot': '112864'}",40045
Solanum pancheri,Solanum pancheri,ot_1003_Tr100305.nex,-,Solanum pancheri,Solanum pancheri,"{'@tb:identifier.taxon': 27237, '@tb:identifier.taxonVariant': 63578, '@ubio': '3440451', '@uniprot': '329792'}",580593
Solanum hayesii,Solanum hayesii,ot_1003_Tr100305.nex,-,Solanum hayesii,Solanum hayesii,"{'@tb:identifier.taxon': 554829, '@tb:identifier.taxonVariant': 735077, '@ubio': '3440560', '@uniprot': '681490'}",129612
Solanum aggregatum,Solanum aggregatum,ot_1003_Tr100305.nex,-,Solanum aggregatum,Solanum aggregatum,"{'@tb:identifier.taxon': 27122, '@tb:identifier.taxonVariant': 63338, '@ubio': '5970584', '@uniprot': '205525'}",886504
Cestrum aurantiacum,Cestrum aurantiacum,ot_1003_Tr100305.nex,-,Cestrum aurantiacum,Cestrum aurantiacum,"{'@tb:identifier.taxon': 36746, '@tb:identifier.taxonVariant': 85042, '@ubio': '2666057', '@uniprot': '385319'}",918544
Jaltomata truxillana,Jaltomata truxillana,ot_1003_Tr100305.nex,-,Jaltomata truxillana,Jaltomata truxillana,-,68610
Nolana pterocarpa,Nolana pterocarpa,ot_1003_Tr100305.nex,-,Nolana pterocarpa,Nolana pterocarpa,"{'@tb:identifier.taxon': 95045, '@tb:identifier.taxonVariant': 174216, '@ubio': '5957966', '@uniprot': '84195'}",899669
Solanum endopogon,Solanum endopogon,ot_1003_Tr100305.nex,-,Solanum endopogon,Solanum endopogon,"{'@tb:identifier.taxon': 40212, '@tb:identifier.taxonVariant': 93342, '@ubio': '3440706', '@uniprot': '265421'}",985299
Jaltomata aspera,Jaltomata aspera,ot_1003_Tr100305.nex,-,Jaltomata aspera,Jaltomata aspera,"{'@tb:identifier.taxon': 570313, '@tb:identifier.taxonVariant': 790588, '@ubio': '9183642'}",482486
Physalis virginiana,Physalis virginiana,ot_1003_Tr100305.nex,-,Physalis virginiana,Physalis virginiana,"{'@tb:identifier.taxon': 22190, '@tb:identifier.taxonVariant': 51602, '@ubio': '2653675', '@uniprot': '304158'}",146523
Physalis lagascae,Physalis lagascae,ot_1003_Tr100305.nex,-,Physalis lagascae,Physalis lagascae,"{'@tb:identifier.taxon': 22172, '@tb:identifier.taxonVariant': 51558, '@ubio': '2785825', '@uniprot': '304149'}",298450
Solanum angustifolium,Solanum angustifolium,ot_1003_Tr100305.nex,-,Solanum angustifolium,Solanum angustifolium,"{'@tb:identifier.taxon': 537253, '@tb:identifier.taxonVariant': 712699}",1057656
Saracha punctata,Saracha punctata,ot_1003_Tr100305.nex,-,Saracha punctata,Saracha punctata,"{'@tb:identifier.taxon': 26124, '@tb:identifier.taxonVariant': 61120, '@ubio': '3440357', '@uniprot': '126905'}",950234
Jaltomata grandiflora,Jaltomata grandiflora,ot_1003_Tr100305.nex,-,Jaltomata grandiflora,Jaltomata grandiflora,"{'@tb:identifier.taxon': 14823, '@tb:identifier.taxonVariant': 34828, '@ubio': '9187199', '@uniprot': '540807'}",434589
Solanum montanum,Solanum montanum,ot_1003_Tr100305.nex,-,Solanum montanum,Solanum montanum,"{'@tb:identifier.taxon': 632138, '@tb:identifier.taxonVariant': 847150, '@ubio': '5863019', '@uniprot': '205565'}",785110
Nicotiana simulans,Nicotiana simulans,ot_1003_Tr100305.nex,-,Nicotiana simulans,Nicotiana simulans,"{'@tb:identifier.taxon': 121194, '@tb:identifier.taxonVariant': 199002, '@ubio': '5845924', '@uniprot': '118709'}",733979
Solanum abutiloides,Solanum abutiloides,ot_1003_Tr100305.nex,-,Solanum abutiloides,Solanum abutiloides,"{'@tb:identifier.taxon': 27114, '@tb:identifier.taxonVariant': 63317, '@ubio': '3440766', '@uniprot': '45831'}",121213
Solanum shirleyanum,Solanum shirleyanum,ot_1003_Tr100305.nex,-,Solanum shirleyanum,Solanum shirleyanum,"{'@tb:identifier.taxon': 619635, '@tb:identifier.taxonVariant': 829723, '@ubio': '9208806'}",715566
Jaltomata antillana,Jaltomata antillana,ot_1003_Tr100305.nex,-,Jaltomata antillana,Jaltomata antillana,"{'@tb:identifier.taxon': 14819, '@tb:identifier.taxonVariant': 34817, '@ubio': '2667659', '@uniprot': '315330'}",46934
Solanum pimpinellifolium,Solanum pimpinellifolium,ot_1003_Tr100305.nex,-,Solanum pimpinellifolium,Solanum pimpinellifolium,"{'@tb:identifier.taxon': 632149, '@tb:identifier.taxonVariant': 847161, '@ubio': '5884239', '@uniprot': '4084'}",797186
Jaltomata weberbaueri,Jaltomata weberbaueri,ot_1003_Tr100305.nex,-,Jaltomata weberbaueri,Jaltomata weberbaueri,"{'@tb:identifier.taxon': 570325, '@tb:identifier.taxonVariant': 790621, '@ubio': '9183731'}",68632
Nierembergia browallioides,Nierembergia browallioides,ot_1003_Tr100305.nex,-,Nierembergia browallioides,Nierembergia browallioides,"{'@tb:identifier.taxon': 41306, '@tb:identifier.taxonVariant': 96280, '@ubio': '9197231', '@uniprot': '274372'}",474439
Solanum phaseoloides,Solanum phaseoloides,ot_1003_Tr100305.nex,-,Solanum phaseoloides,Solanum phaseoloides,"{'@tb:identifier.taxon': 632175, '@tb:identifier.taxonVariant': 847187, '@ubio': '1801034', '@uniprot': '205570'}",158090
Physalis caudella,Physalis caudella,ot_1003_Tr100305.nex,-,Physalis caudella,Physalis caudella,"{'@tb:identifier.taxon': 22160, '@tb:identifier.taxonVariant': 51529, '@ubio': '2653663', '@uniprot': '304144'}",414760
Vestia foetida,Vestia foetida,ot_1003_Tr100305.nex,-,Vestia foetida,Vestia foetida,"{'@tb:identifier.taxon': 36750, '@tb:identifier.taxonVariant': 85053, '@ubio': '1801298', '@uniprot': '385351'}",817457
Nolana willeana,Nolana willeana,ot_1003_Tr100305.nex,-,Nolana willeana,Nolana willeana,"{'@tb:identifier.taxon': 532046, '@tb:identifier.taxonVariant': 705820, '@ubio': '9382959', '@uniprot': '644814'}",105170
Nolana leptophylla,Nolana leptophylla,ot_1003_Tr100305.nex,-,Nolana leptophylla,Nolana leptophylla,"{'@tb:identifier.taxon': 95041, '@tb:identifier.taxonVariant': 174212, '@ubio': '5957964', '@uniprot': '84191'}",1001627
Cuatresia riparia,Cuatresia riparia,ot_1003_Tr100305.nex,-,Cuatresia riparia,Cuatresia riparia,"{'@tb:identifier.taxon': 127388, '@tb:identifier.taxonVariant': 204948, '@ubio': '5961986', '@uniprot': '126898'}",245270
Solanum albidum,Solanum albidum,ot_1003_Tr100305.nex,-,Solanum albidum,Solanum albidum,"{'@tb:identifier.taxon': 604565, '@tb:identifier.taxonVariant': 806757, '@ubio': '1800732'}",364011
Nolana onoana,Nolana onoana,ot_1003_Tr100305.nex,-,Nolana onoana,Nolana onoana,"{'@tb:identifier.taxon': 395438, '@tb:identifier.taxonVariant': 784083}",632696
Solanum sessiliflorum,Solanum sessiliflorum,ot_1003_Tr100305.nex,-,Solanum sessiliflorum,Solanum sessiliflorum,"{'@tb:identifier.taxon': 27272, '@tb:identifier.taxonVariant': 63644, '@ubio': '2669864', '@uniprot': '227721'}",835560
Leptoglossis darcyana,Leptoglossis darcyana,ot_1003_Tr100305.nex,-,Leptoglossis darcyana,Leptoglossis darcyana,"{'@tb:identifier.taxon': 429020, '@tb:identifier.taxonVariant': 565225, '@ubio': '9169768', '@uniprot': '540811'}",1011312
Jaltomata lanata,Jaltomata lanata,ot_1003_Tr100305.nex,-,Jaltomata lanata,Jaltomata lanata,"{'@tb:identifier.taxon': 570328, '@tb:identifier.taxonVariant': 790632, '@ubio': '9191980'}",1058973
Cestrum inclusum,Cestrum inclusum,ot_1003_Tr100305.nex,-,Cestrum inclusum,Cestrum inclusum,"{'@tb:identifier.taxon': 36737, '@tb:identifier.taxonVariant': 85024, '@ubio': '9142490', '@uniprot': '385329'}",392654
Nicotiana quadrivalvis,Nicotiana quadrivalvis,ot_1003_Tr100305.nex,-,Nicotiana quadrivalvis,Nicotiana quadrivalvis,"{'@tb:identifier.taxon': 246774, '@tb:identifier.taxonVariant': 307296, '@ubio': '2668276', '@uniprot': '278839'}",576560
Salpichroa origanifolia,Salpichroa origanifolia,ot_1003_Tr100305.nex,-,Salpichroa origanifolia,Salpichroa origanifolia,"{'@tb:identifier.taxon': 326593, '@tb:identifier.taxonVariant': 368154, '@ubio': '2653680', '@uniprot': '374027'}",104427
Solanum circinatum,Solanum circinatum,ot_1003_Tr100305.nex,-,Solanum circinatum,Solanum circinatum,"{'@tb:identifier.taxon': 40207, '@tb:identifier.taxonVariant': 93334, '@ubio': '5888307', '@uniprot': '265393'}",280098
Nicotiana stocktonii,Nicotiana stocktonii,ot_1003_Tr100305.nex,-,Nicotiana stocktonii,Nicotiana stocktonii,"{'@tb:identifier.taxon': 121195, '@tb:identifier.taxonVariant': 199003, '@ubio': '5862049', '@uniprot': '118710'}",210472
Solanum cleistogamum,Solanum cleistogamum,ot_1003_Tr100305.nex,-,Solanum cleistogamum,Solanum cleistogamum,"{'@tb:identifier.taxon': 27157, '@tb:identifier.taxonVariant': 63411, '@ubio': '5970592', '@uniprot': '205541'}",836456
Datura quercifolia,Datura quercifolia,ot_1003_Tr100305.nex,-,Datura quercifolia,Datura quercifolia,"{'@tb:identifier.taxon': 68001, '@tb:identifier.taxonVariant': 143485, '@ubio': '2653601', '@uniprot': '45451'}",1055243
Solanum rhytidoandrum,Solanum rhytidoandrum,ot_1003_Tr100305.nex,-,Solanum rhytidoandrum,Solanum rhytidoandrum,"{'@tb:identifier.taxon': 604559, '@tb:identifier.taxonVariant': 806751, '@ubio': '3440652'}",192044
Solanum tribulosum,Solanum tribulosum,ot_1003_Tr100305.nex,-,Solanum tribulosum,Solanum tribulosum,"{'@tb:identifier.taxon': 537263, '@tb:identifier.taxonVariant': 712719}",872801
Dunalia spathulata,Dunalia spathulata,ot_1003_Tr100305.nex,-,Dunalia spathulata,Dunalia spathulata,"{'@tb:identifier.taxon': 35212, '@tb:identifier.taxonVariant': 81602, '@ubio': '9116195', '@uniprot': '362348'}",448162
Solanum tegore,Solanum tegore,ot_1003_Tr100305.nex,-,Solanum tegore,Solanum tegore,"{'@tb:identifier.taxon': 40205, '@tb:identifier.taxonVariant': 93328, '@ubio': '5993469', '@uniprot': '265417'}",509380
Solanum latiflorum,Solanum latiflorum,ot_1003_Tr100305.nex,-,Solanum latiflorum,Solanum latiflorum,"{'@tb:identifier.taxon': 40222, '@tb:identifier.taxonVariant': 93361, '@ubio': '5993465', '@uniprot': '265403'}",1035635
Solanum absconditum,Solanum absconditum,ot_1003_Tr100305.nex,-,Solanum absconditum,Solanum absconditum,-,888723
Iochroma parvifolium,Iochroma parvifolium,ot_1003_Tr100305.nex,-,Iochroma parvifolium,Iochroma parvifolium,"{'@tb:identifier.taxon': 35199, '@tb:identifier.taxonVariant': 81560, '@ubio': '9188432', '@uniprot': '362365'}",498955
